,DC_POWER,DC_POWER,DC_POWER,DC_POWER,AC_POWER,AC_POWER,AC_POWER,AC_POWER,DAILY_YIELD,DAILY_YIELD,DAILY_YIELD,DAILY_YIELD,TOTAL_YIELD,TOTAL_YIELD,TOTAL_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,AMBIENT_TEMPERATURE,AMBIENT_TEMPERATURE,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,MODULE_TEMPERATURE,MODULE_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,IRRADIATION,IRRADIATION,IRRADIATION
,mean,median,std,var,mean,median,std,var,mean,median,std,var,mean,median,std,var,mean,median,std,var,mean,median,std,var,mean,median,std,var
PLANT_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136001,246.7019608878177,0.0,370.56959674519123,137321.82603189364,241.27782520089787,0.0,362.1121178338077,131125.18588208544,3294.8902951797727,2911.0,2919.4483856560355,8523178.876509631,658944788.4237659,282627587.0,729667771.0732433,5.32415056142995e+17,27.986756162028765,26.91035206896552,4.021293930153394,16.17080487268853,32.607232631989255,27.43372276666667,11.226445952151495,126.0330887165787,0.2292042341169948,0.0185542837166666,0.3093648751430226,0.09570662597225794
